,randomized,question_url,course_code,question_id,inductive_coding_question_type,relevance_to_course_content,contextual,additional_notes_on_question,complexity_of_question,reason_for_complexity,Media,question_title,question_body,question_good_count,Time,instructor_answer,instructor_answer_good_count,instructor_task_completion,instructor_endorsement_for_instructor_answer,student_answer,student_answer_good_count,instructor_endorsement_for_student_answer,,,,,,,,,,,,,,,,,,,
50,202,https://piazza.com/class/kyv6e51g6211zk/post/063,COMP2611,question @63,exercise_question,,,,,,1,ALU Control,"I was doing HW4 and I do not understand why the ALU Control should have different signals for 'subtract' function (0110) and 'set on less than' function (0111).

Essentially, both of these would be doing subtraction of x - y, the only difference is that for set less than, AFTER the ALU operations it would check if bit 0 of the output is 1 (x - y < 0). So why is there any difference in the ALU Control signal when calculation is similar INSIDE the ALU?

That is as far as my understanding goes.

[fig1]
Reference (Datapath 1 p.22)",0,Updated 2 years ago by Loading...,"Though sub and slt both require the adder in the ALU doing the subtraction, but the results produced by them are not the same. For sub, it is producing the real subtraction result (for example if we have 15-9=6, then sub will need to have 6 to be the result). slt on the other hand needs producing a result indicating the sign of the subtraction (for example if we have the same 15-9, instead of 6, slt needs to produce the result of 0 as the sign bit of the subtraction is 0). If you look at the slide 25 of the arithmetic note set (https://course.cse.ust.hk/comp2611/note/COMP2611_Arithmetic_Spring22.pdf#page=25), to get the result for slt, we need to supply different value (than that of the sub) to be the switch (called ""Operation"" on the slide) that selects the result for the ALU.",1,2,,,,,,,,,,,,,,,,,,,,,,,
53,68,https://piazza.com/class/kyv6e51g6211zk/post/066,COMP2611,question @66,project_noncontent_clarification,,yes,,,,0,Question 3a,"I read the question wrong. Now I see that the values in the table are when the given instruction is fetch (step 1 in 5). Sorry about that

I have a few problems when trying to start Q3 in assignment4. 

I am given one 32-bit MIPS instruction but is asked to change the value of 8 registers? 

I thought $at is reversed for the assemabler and not supposed to be changed.

It asks me to write one MIPS instruction to change 8 values?

By MIPS instruction, do you mean in the 32-bit representation or like how we write in Mars?

Following the 32-bit instruction, i got a different value for $t5 than in the table.

Am I supposed to write an arbitrary programming, with e.g., addi $t5, $zero, 933, for part a?

Thank you in advance.",0,Updated 2 years ago by Anonymous Atom,"In that question, the register values are provided to be the initial values before that particular instruction is loaded from the memory to the datapath (the hw description says ""Assume the data memory contains all zeros and the registers have the following values when the instruction is fetched"").

$at is a register typically for the assembler to support the ""pseudo instruction"" -> ""real MIPS instruction"" conversions, but you can use it, it is not a reserved register (unlike the $gp, $fp, $sp registers). Having said that, unless the instruction you are executing would modify $at, there is no need to change it.

You are NOT asked to change the register values, you only need to change the registers when the execution outcome of the instruction would change their values.

Write the instructions like what you would do in MARS, provide clearly the instruction name, the register names, immediate value, label(write the offset directly), or any other relevant information.

You need to use the instruction encoding to figure out what this instruction really is. It is impossible that you ""got a different value for $t5 than in the table"" from the instruction encoding provided. You may have misunderstood the question, or thought of it in a wrong direction.",1,2,,,,,,,,,,,,,,,,,,,,,,,
55,48,https://piazza.com/class/kyv6e51g6211zk/post/068,COMP2611,question @68,lecture,,,,,,0,Syscall,May I ask will syscall modify the value in t registers? thx,0,Updated 2 years ago by Anonymous Calc,"No, it will only modify $v as specified in the syscall table.",0,1,,,,,,,,,,,,,,,,,,,,,,,
58,592,https://piazza.com/class/kyv6e51g6211zk/post/071,COMP2611,question @71,project_content_question,,yes,,,,0,task4,"1. Hint: # 1. Load ""platforms"" and ""platform_num"", compute the count_down value: 4 * (""platform_num"" - 1)

Q) Why is the equation for count_down 4*(platform_num-1)? 

2. when we count, will the platform_num goes like -2, -3, ...-10(substracting -1 each time), or just substracting -1 in the final calculated value?

Thank you in advance.",0,Updated 2 years ago by Anonymous Scale,"Please note that the value stored in ""platform_num"" is a fixed value and always equals 10. 

In the loop (point 3), to check the collision to platforms, each platform is loaded for collision detection. 

""platform_num"" -= 1 only indicates that the platform counter should decrease by 1 for each iteration.",0,1,,,,,,,,,,,,,,,,,,,,,,,
60,788,https://piazza.com/class/kyv6e51g6211zk/post/073,COMP2611,question @73,project_debugging,,,,,,0,Cannot fall off screen,"The player refuses to fall out of the screen and instead will bounce at the bottom until a new platform is generated underneath. The level count also resets to 10.

From @40, it seems like checking for a loss in the y axis has been implemented in the skeleton code already, so my issue should have nothing to do with checking the x boundary.

Does anyone have any hints as to where I should look for the bug? Thank you!",0,Updated 2 years ago by Anonymous Beaker,"Please check if the registers used in the check_boundary are changed incorrectly. So that the y_speed is treated like the x_speed. 

If not, the error may be traced back to the handle of the ""platforms"" and collision detection of platforms.",0,1,,,,,,,,,,,,,,,,,,,,,,,
65,372,https://piazza.com/class/kyv6e51g6211zk/post/078,COMP2611,question @78,project_debugging,,,,,,1,Is bouncing player on new platform a intended function or a bug to fix?,"[fig1]
I am now working on Task 4 and facing a bug-like problem now.

the ""check_platform_exists"" will judge whether a player in ($a0, $a1) collide with a platform right below player or not.

because, player is falling in acceleration (not changing by 1), so player actually goes through platform and fix the y_loc of player on ""check_platform_exists""

As a result, in-game is like the image above.

For this case, I would like to ask whether this is a bug to fix or not.",2,Updated 2 years ago by Anonymous Atom,"You may compare your implementation with the released video demo on the course website. 

When the player has overlap with a platform, the y_location of the player will be reset to the y_location of the platform minus the height of the player. And the player will stably stand on the platform.",0,1,,,,,,,,,,,,,,,,,,,,,,,
68,69,https://piazza.com/class/kyv6e51g6211zk/post/081,COMP2611,question @81,exercise_question,,,,,,0,Question 3b ZeroExt,"Is there any way to deduce the state of ZeroExt? Seems like the data for labels H and I depend on it.

I had one more question regarding 4a.

It says that we are given ALU result [0]. Is [0] the Msb or Lsb? It would make more sense if it was the Msb so that we can draw a conclusion for blt from the sign bit. Seems kind of meaningless to return the Lsb. But by convention bit 0 is usually the Lsb.",0,Updated 2 years ago by Anonymous Scale,"MOHAMMAD, please recall from the lecture slides that the instruction slt has been implemented and supported by the ALU (see https://course.cse.ust.hk/comp2611/note/COMP2611_Processor_Part1_Spring22.pdf#page=22). What the question is providing basically indicates you can not get the Msb of the ALU result (bit 0 is the Lsb, see the bottom of slide 4 of the data representation note set https://course.cse.ust.hk/comp2611/note/COMP2611_DataRepresentation_Spring22.pdf#page=4). I think you may need to think in this direction.",0,1,,,,,,,,,,,,,,,,,,,,,,,
69,99,https://piazza.com/class/kyv6e51g6211zk/post/082,COMP2611,question @82,submission,,,,,,0,What to submit,"According to what mentioned here @59, we need to submit the flow chart as well? But in the instructions it clearly said we ONLY need to submit the code. Are we supposed to follow the instructions in the project description or the post on Piazza. Could the TA make an clarification annoucement or something?",3,Updated 2 years ago by Anonymous Calc,"You should submit one file: comp2611_project_yourStudentID.zip.
The zip file should include a picture/pdf of the flow-chart, and your completed MIPS code for the project comp2611_project_yourStudentID.s",0,1,,,,,,,,,,,,,,,,,,,,,,,
72,536,https://piazza.com/class/kyv6e51g6211zk/post/085,COMP2611,question @85,project_clarification,,,,,,0,Qs 3c,"Hello,

Just a little confused as to what kind of steps are expected of us. 

Can either of the professors please provide some clarification?

(I think of it as quite a straightforward calculation so not sure what I might be missing out that needs steps) 

Thank you!",0,Updated 2 years ago by Anonymous Helix,"Simar, please refer to https://course.cse.ust.hk/comp2611/tutorial/Tutorial10-2022S.pdf, slide 9 onwards. We are expecting something similar. Also, in case you have doubt on the instruction execution, please refer to the green sheet, it provides you with every information you will need to know for the instructions. The green sheet is available at https://course.cse.ust.hk/comp2611/reference/MIPS_Green_Sheet.pdf.",0,1,,,,,,,,,,,,,,,,,,,,,,,
75,643,https://piazza.com/class/kyv6e51g6211zk/post/088,COMP2611,question @88,hw_content_clarification,,,,,,0,Question 4a clarification,"In the question 4a, it says: ""In the modified datapath, there is a newly added 1-bit control signal called blt, a new output that extract bit 0 from the ""ALU result"" , and an OR gate""

I want to make the meaning of bit 0 clear. Does the bit 0 mean the Most Significant Bit (Right-most bit)? Or does it mean the Least Significant Bit (Left-most bit)?

Thank you.",0,Updated 2 years ago by Anonymous Helix,"Gunwoo and Hon Yung, yes bit 0 is the Least Significant bit (rightmost bit). You can check it out in the bottom of slide 4 (https://course.cse.ust.hk/comp2611/note/COMP2611_DataRepresentation_Spring22.pdf#page=4).",0,1,,I think it should be most significant bit or else it doesn't mean anything other than odd number or even number. Or maybe I am wrong.,0,,,,,,,,,,,,,,,,,,,,
76,491,https://piazza.com/class/kyv6e51g6211zk/post/089,COMP2611,question @89,hw_content_question,,,,,,0,Question 4a,"In question 4a, there is a new output that extract bit 0 from the ""ALU result"", by bit 0, is that the least significant bit of the result? Or should it be the most significant bit?

Thanks.",0,Updated 2 years ago by Anonymous Gear,Bit 0 is the Least Significant bit (rightmost bit). You can check it out in the bottom of slide 4 (https://course.cse.ust.hk/comp2611/note/COMP2611_DataRepresentation_Spring22.pdf#page=4).,0,1,,,,,,,,,,,,,,,,,,,,,,,
77,453,https://piazza.com/class/kyv6e51g6211zk/post/090,COMP2611,question @90,lecture,,,,,,0,Setting of Control Signals,"On the table of slide 34, lecture slide Datapath and control, beq have memRead 0. My question is whether if X is also acceptable for memRead? Because as long as RegWrite and MemWrite is set to 0, nothing will change. Is it because of reading from memory take more time? Or did I misunderstand something somewhere?

Thanks.",0,Updated 2 years ago by Anonymous Calc,"X means don't care, that indicates you can put it 0 or 1 as you wish. For the memRead it MUST BE 0 for ""non memory read instructions"". Otherwise since your ALU is supplying the memory address to the Data Memory through a hard-wired connection, it could supply an invalid address produced by ""non memory read instructions"", you can image what would happen if you enable memRead. For memory write instructions, memRead still needs to be 0 because we don't want to waste energy and time unnecessarily for an instruction that is not supposed to read.",1,2,,,,,,,,,,,,,,,,,,,,,,,
